MUNICIPALITY,SCHOOL ID,SCHOOL NAME,PROGRAM OFFERINGS,STEM,ABM,HUMSS,GAS,TVL,Arts and Design,Sports,OFFERINGS COUNT,MUNICIPALITY COUNT
Manila City,401298,STI College - Recto,GAS|HUMSS|ABM|STEM|TVL,True,True,True,True,True,False,False,5,
Manila City,406302,Hope Christian High School,STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Manila City,406304,"St. Mary's Academy Manila, Inc.",ABM|GAS|TVL,False,True,False,True,True,False,False,3,
Manila City,406313,"University of the East, Manila",GAS|ABM|STEM|HUMSS|Sports|TVL,True,True,True,True,True,False,True,6,
Manila City,406316,"Espiritu Santo Parochial School of Manila, Inc.",HUMSS|STEM|ABM|GAS|TVL,True,True,True,True,True,False,False,5,
Manila City,406325,Philippine College of Criminology,HUMSS|GAS,False,False,True,True,False,False,False,2,
Manila City,406328,Saint Jude Catholic School,ABM|STEM|HUMSS|GAS,True,True,True,True,False,False,False,4,
Manila City,406332,Philippine Academy of Sakya,GAS|ABM|HUMSS|STEM,True,True,True,True,False,False,False,4,
Manila City,406336,St. Stephen's High School-Manila,ABM|STEM,True,True,False,False,False,False,False,2,
Manila City,406412,St. Matthew of Blumentritt Institute of Technology,TVL,False,False,False,False,True,False,False,1,
Manila City,407478,Interface Computer College,GAS|ABM|HUMSS|TVL,False,True,True,True,True,False,False,4,
Manila City,408646,Manila Business College,ABM,False,True,False,False,False,False,False,1,
Taguig City,401660,Enderun Colleges,ABM,False,True,False,False,False,False,False,1,
Taguig City,401688,STI College - Global City,STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Taguig City,401696,Treston International College,GAS|ABM|TVL,False,True,False,True,True,False,False,3,
Taguig City,405980,Asia Source College of Arts and Technology Inc.,ABM|TVL,False,True,False,False,True,False,False,2,
Taguig City,406083,Taguig City University,ABM|HUMSS,False,True,True,False,False,False,False,2,
Taguig City,406546,Saint Therese School of Technology of Taguig,TVL,False,False,False,False,True,False,False,1,
Taguig City,406692,Meridian International College,ABM|GAS|Arts and Design,False,True,False,True,False,True,False,3,
Taguig City,407242,Academia de San Bartolome de Taguig,STEM|ABM|TVL,True,True,False,False,True,False,False,3,
Taguig City,407243,Colegio de Santa Ana,ABM|TVL,False,True,False,False,True,False,False,2,
Taguig City,407250,St. Vincent Learning Center Inc.,ABM|HUMSS|TVL,False,True,True,False,True,False,False,3,
Taguig City,407252,Athens Academy,GAS|TVL,False,False,False,True,True,False,False,2,
Taguig City,407254,Bicutan Parochial School,GAS|HUMSS|TVL,False,False,True,True,True,False,False,3,
Taguig City,407258,"The Fisher Valley College, Inc.",STEM|ABM|HUMSS|GAS,True,True,True,True,False,False,False,4,
Taguig City,407263,"Gracel Christian College Foundation, Inc.",GAS|ABM,False,True,False,True,False,False,False,2,
Taguig City,407267,MCA Montessori School,GAS|ABM|HUMSS|TVL,False,True,True,True,True,False,False,4,
Taguig City,407269,Mt. Moriah Christian Academy,GAS|ABM|HUMSS,False,True,True,True,False,False,False,3,
Taguig City,407273,Saint Francis of Assisi College,STEM|HUMSS|GAS|ABM,True,True,True,True,False,False,False,4,
Taguig City,407275,St. Ives School,GAS|STEM|HUMSS|ABM,True,True,True,True,False,False,False,4,
Taguig City,407278,Sto. Niño Catholic School,STEM|HUMSS|GAS,True,False,True,True,False,False,False,3,
Taguig City,407288,Integrated Montessori Center,STEM|ABM|HUMSS,True,True,True,False,False,False,False,3,
Taguig City,407648,Innovatia Systems of Arts and Trade,TVL,False,False,False,False,True,False,False,1,
Taguig City,488011,Moreh Academy,ABM|GAS|STEM|HUMSS,True,True,True,True,False,False,False,4,
Taguig City,488014,"Noah's Academy, Inc.",ABM|HUMSS|GAS|Arts and Design|TVL,False,True,True,True,True,True,False,5,
Taguig City,488015,Centerville Academy,ABM|GAS|HUMSS|TVL,False,True,True,True,True,False,False,4,
Taguig City,488018,Learn and Explore Montessori School,ABM|HUMSS|GAS|TVL,False,True,True,True,True,False,False,4,
Taguig City,488019,Family Tabernacle of Jesus Christ Almighty Christian Academy,TVL,False,False,False,False,True,False,False,1,
Taguig City,488032,HSL-Braille College,GAS|ABM,False,True,False,True,False,False,False,2,
Taguig City,488033,MGC New Life Christian Academy,GAS|ABM|STEM|HUMSS,True,True,True,True,False,False,False,4,
Taguig City,488045,St. Uriel Academy of Taguig City,ABM|TVL,False,True,False,False,True,False,False,2,
Taguig City,488049,"St. Theodore School, Inc.",GAS,False,False,False,True,False,False,False,1,
Taguig City,488068,Monlimar Development Academy,ABM|GAS|TVL,False,True,False,True,True,False,False,3,
Taguig City,488070,Good Shepherd Academy of Taguig Inc.,STEM|GAS,True,False,False,True,False,False,False,2,
Taguig City,488081,"Asian Christian Theological School and Colleges, Inc.",TVL,False,False,False,False,True,False,False,1,
Taguig City,488083,Thy Covenant Montessori School,GAS|ABM|HUMSS|TVL,False,True,True,True,True,False,False,4,
Taguig City,488138,"St. Chamuel College, Inc.",TVL,False,False,False,False,True,False,False,1,
Taguig City,600206,Technological University of the Philippines-Taguig,STEM|TVL,True,False,False,False,True,False,False,2,
Manila City,401144,AMA Computer Learning Center of Northbay,TVL,False,False,False,False,True,False,False,1,
Manila City,406290,Immaculate Conception Academy of Manila,STEM|ABM|HUMSS|GAS,True,True,True,True,False,False,False,4,
Manila City,406291,"St. Joseph School, Tondo",GAS|ABM|HUMSS|STEM|TVL,True,True,True,True,True,False,False,5,
Manila City,406293,San Rafael Parochial School,GAS|TVL,False,False,False,True,True,False,False,2,
Manila City,406294,"Westminster High School, Inc.",ABM|GAS|HUMSS,False,True,True,True,False,False,False,3,
Manila City,406295,Manila Cathedral School,GAS|STEM|ABM|HUMSS |TVL,True,True,True,True,True,False,False,5,
Manila City,406298,Holy Child Catholic School,GAS|ABM|HUMSS|STEM|TVL,True,True,True,True,True,False,False,5,
Manila City,406301,Chiang Kai Shek College,STEM|ABM|HUMSS|Arts and Design|Sports|TVL,True,True,True,False,True,True,True,6,
Manila City,406303,Philippine Cultural College-Manila Campus,GAS|ABM|HUMSS|STEM,True,True,True,True,False,False,False,4,
Manila City,406305,Uno High School,ABM|STEM,True,True,False,False,False,False,False,2,
Manila City,406307,Holy Heart Christian Academy,ABM|HUMSS|GAS,False,True,True,True,False,False,False,3,
Manila City,482022,Gymnazo Christian Academy,STEM|ABM|HUMSS,True,True,True,False,False,False,False,3,
Manila City,482108,APEC Schools-Tondo,GAS|ABM,False,True,False,True,False,False,False,2,
Valenzuela City,401705,Pamantasan Lungsod ng Valenzuela,STEM|HUMSS|GAS|ABM|Arts and Design,True,True,True,True,False,True,False,5,
Valenzuela City,401709,Valenzuela City Polytechnic College,TVL,False,False,False,False,True,False,False,1,
Valenzuela City,405716,"EJIST-VALENZUELA, Inc.",TVL,False,False,False,False,True,False,False,1,
Valenzuela City,407038,Datamex College of Saint Adeline-Valenzuela City,STEM|ABM|GAS|HUMSS|TVL,True,True,True,True,True,False,False,5,
Valenzuela City,407153,Children of Mary Immaculate College,STEM|ABM|HUMSS|GAS,True,True,True,True,False,False,False,4,
Valenzuela City,407156,Divine Word Learning Center,GAS|ABM|HUMSS,False,True,True,True,False,False,False,3,
Valenzuela City,407161,La Consolacion College - Valenzuela,ABM|STEM|TVL,True,True,False,False,True,False,False,3,
Valenzuela City,407162,St. Louis College-Valenzuela,ABM|GAS|TVL,False,True,False,True,True,False,False,3,
Valenzuela City,407163,Saint Mary's Angels College of Valenzuela,HUMSS|ABM|STEM|TVL,True,True,True,False,True,False,False,4,
Valenzuela City,407166,"Emmaus Christian Schools, Inc.",ABM|GAS|HUMSS,False,True,True,True,False,False,False,3,
Valenzuela City,407172,San Diego Parochial School,STEM|ABM|HUMSS|GAS,True,True,True,True,False,False,False,4,
Valenzuela City,407178,"Bobby and Kates Academy, Inc",HUMSS|ABM|TVL,False,True,True,False,True,False,False,3,
Valenzuela City,407179,Charis Christian School of Val. Inc.,GAS,False,False,False,True,False,False,False,1,
Valenzuela City,407180,Christ's Ambassadors Christian Academy,GAS,False,False,False,True,False,False,False,1,
Valenzuela City,407184,Our Lady of Lourdes College,STEM|ABM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Valenzuela City,407185,St. Bernadette College of Valenzuela,ABM|STEM|HUMSS|GAS|TVL,True,True,True,True,True,False,False,5,
Valenzuela City,407186,"St. Catherine College of Valenzuela, Inc.",ABM|HUMSS|STEM|GAS,True,True,True,True,False,False,False,4,
Valenzuela City,407187,St. Joseph Academy of Valenzuela,GAS|HUMSS|ABM,False,True,True,True,False,False,False,3,
Valenzuela City,407204,Valenzuela Christian School,ABM|GAS|Arts and Design|Sports,False,True,False,True,False,True,True,4,
Valenzuela City,407476,Corinthian School,HUMSS|ABM|GAS,False,True,True,True,False,False,False,3,
Valenzuela City,407477,"Divine Mercy College Foundation, Inc.-Annex",GAS|ABM,False,True,False,True,False,False,False,2,
Valenzuela City,487004,"Words of Wisdom Christian Academy, Inc.",GAS|ABM,False,True,False,True,False,False,False,2,
Valenzuela City,487005,New Prodon Academy of Valenzuela,ABM|TVL,False,True,False,False,True,False,False,2,
Valenzuela City,487014,"Messiah School Foundation, Inc",GAS|ABM,False,True,False,True,False,False,False,2,
Valenzuela City,487015,"St. Michael School of Canumay, Inc.",GAS|HUMSS|ABM,False,True,True,True,False,False,False,3,
Valenzuela City,487020,Nuestra Señora de Guia Academy,ABM|HUMSS|GAS,False,True,True,True,False,False,False,3,
Valenzuela City,487031,St. Gregory College of Valenzuela City,ABM|HUMSS|STEM|GAS,True,True,True,True,False,False,False,4,
Valenzuela City,487036,Sta. Cecilia College,ABM|HUMSS|GAS|TVL,False,True,True,True,True,False,False,4,
Valenzuela City,487048,Our Lady of Fatima University-Valenzuela City,GAS|ABM|STEM|HUMSS,True,True,True,True,False,False,False,4,
