TAXONOMY,MUNICIPALITY,SCHOOL ID,SCHOOL NAME,PROGRAM OFFERINGS
Region III|Bulacan,City of Malolos (Capital),404581,St. Amatiel Technological Institute-Malolos City,TVL
Region III|Bulacan,City of Malolos (Capital),406362,Divine Polytechnic College Inc.,TVL
Region III|Bulacan,City of Malolos (Capital),418905,Centro Escolar Integrated School-Malolos,STEM|ABM|HUMSS
Region III|Bulacan,City of Malolos (Capital),418919,Immaculate Concepcion School of Malolos-Metropolis North,STEM|ABM|HUMSS|GAS
Region III|Bulacan,City of Malolos (Capital),600020,Bulacan State University-Malolos Campus,ABM|STEM|HUMSS|Arts and Design|Sports|TVL
Region III|Bulacan,City of Malolos (Capital),600222,Bulacan Polytechnic College,ABM|HUMSS|GAS|TVL
Region III|Bulacan,City of Meycauayan,400831,"Marymount Professional Colleges (formerly IUF Academy, Inc.)",STEM|ABM|HUMSS|GAS|TVL
Region III|Bulacan,City of Meycauayan,400836,"John Paul Benedict School of Meycauayan, Inc.",TVL
Region III|Bulacan,City of Meycauayan,400839,Meycauayan College,STEM|ABM|HUMSS|GAS|Sports
Region III|Bulacan,City of Meycauayan,400842,"Nazarenus College and Hospital Foundation, Inc.",STEM|ABM|GAS|HUMSS|TVL
Region III|Bulacan,City of Meycauayan,400849,"Sophia School, Inc.",ABM|STEM|HUMSS|GAS|TVL
Region III|Bulacan,City of Meycauayan,400852,Saint Mary Montessori Academy,HUMSS|GAS
Region III|Bulacan,City of Meycauayan,400853,St. Mary's Academy of Sto. Niño,STEM|ABM|HUMSS|TVL
Region III|Bulacan,City of Meycauayan,400854,St. Mary's College of Meycauayan,STEM|ABM|HUMSS|GAS|TVL
Region III|Bulacan,City of Meycauayan,400859,Trinitas College,STEM|ABM|HUMSS
Region III|Bulacan,City of Meycauayan,401902,ACLC College of Meycauayan,STEM|ABM|HUMSS|GAS|TVL
Region III|Bulacan,City of Meycauayan,401903,STI College - Meycauayan,ABM|STEM|GAS|TVL
Region III|Bulacan,City of Meycauayan,406468,"Datamex College of Saint Adeline, Inc.-Brgy. Saluysoy",ABM|GAS|TVL
Region III|Bulacan,City of Meycauayan,407214,Colegio de Sto. Niño Meycauayan Corp.,STEM|ABM|GAS|TVL
Region III|Bulacan,City of Meycauayan,407499,Saint Francis School,ABM|TVL
Region III|Bulacan,City of Meycauayan,418702,"Emmanuel John Institute of Science & Technology, Inc.",TVL
Region III|Bulacan,City of Meycauayan,(Blank),Access Computer and Technical Colleges - Meycauayan Campus,ABM|TVL
Region III|Bulacan,City of San Jose del Monte,401391,"Academia de San Lorenzo Dema-ala, Inc",ABM|STEM|HUMSS|GAS|TVL
Region III|Bulacan,City of San Jose del Monte,401399,Bulacan Standard Academy,ABM|STEM|HUMSS|GAS|Arts and Design|TVL
Region III|Bulacan,City of San Jose del Monte,401400,Calvary Christian Academy,ABM|HUMSS|GAS
Region III|Bulacan,City of San Jose del Monte,401403,Christ's Achievers Montessori,ABM|STEM|GAS
Region III|Bulacan,City of San Jose del Monte,401404,Christian Ecclesiastical School,ABM|STEM|HUMSS|GAS|TVL
Region III|Bulacan,City of San Jose del Monte,401406,Clairemont Academy,ABM|HUMSS|GAS|TVL
Region III|Bulacan,City of San Jose del Monte,401407,Colegio de San Gabriel Arcangel,STEM|ABM|HUMSS|GAS|Arts and Design|Sports|TVL
Region III|Bulacan,City of San Jose del Monte,401413,"Ebenezer Christian Academy, Inc.",ABM|STEM|HUMSS|GAS|Arts and Design|Sports|TVL
Region III|Bulacan,City of San Jose del Monte,401415,First City Providential College,ABM|STEM|HUMSS|GAS|Arts and Design|TVL
Region III|Bulacan,City of San Jose del Monte,401417,Genesis Christian Academy of San Jose del Monte,ABM|GAS
Region III|Bulacan,City of San Jose del Monte,401419,"Golden Valley Colleges, Inc.",TVL
Region III|Bulacan,City of San Jose del Monte,401423,"Great Abrahams Academy, Inc.",TVL
Region III|Bulacan,City of San Jose del Monte,401435,Jarmmeth Academy,STEM|ABM|HUMSS|GAS|TVL
Region III|Bulacan,City of San Jose del Monte,401437,Joyful Angels Academy Inc.,TVL
Region III|Bulacan,City of San Jose del Monte,401439,La Concepcion College,ABM|STEM|HUMSS|GAS|Arts and Design|Sports|TVL
Region III|Bulacan,City of San Jose del Monte,401446,"Lord's Grace Integrated School of Bulacan, Inc.",ABM|STEM|HUMSS|GAS
Region III|Bulacan,City of San Jose del Monte,401456,"Paulette College, Inc.",ABM|STEM|GAS|TVL
Region III|Bulacan,City of San Jose del Monte,401460,San Jose Academy of Bulacan,ABM|GAS
Region III|Bulacan,City of San Jose del Monte,401463,School of Our Lady of La Salette,ABM|STEM|HUMSS|GAS
Region III|Bulacan,City of San Jose del Monte,401464,"College of Saint Adela, Inc.",STEM|GAS|TVL
